date,user,location,text
2022-03-14 14:00:38,mssocietyscot,Scotland,"The #WinterParalympics have come to an end. ❄️

Well done to all the athletes who took part. 

Congratulations to H… https://t.co/eSRhq4qulg"
2022-03-14 13:36:59,ElissaCPA,"Denton, TX",7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/c0HWdRgoIp
2022-03-14 13:36:46,ElissaCPA,"Denton, TX",Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/O8vp01R8LW
2022-03-14 13:30:38,NCABLEProgram,"North Carolina, USA","#NCABLE congratulates all of the @Paralympic athletes on an exciting #WinterParalympics!
#Bejing2022… https://t.co/EqkcaxZcJk"
2022-03-14 13:30:03,CisionCA,"Toronto, Canada",🏅 Yesterday marked the closing ceremonies of the Paralympic Winter Games in Beijing. It's been a phenomenal 🔟  days… https://t.co/YzEYZMTdCc
2022-03-14 13:30:00,GBSnowsport,United Kingdom,"💐🥇 Banchory Brothers 🥇💐

Neil Simpson guided by brother Andrew became @ParalympicsGB's first EVER male Alpine title… https://t.co/MMYuRieoM9"
2022-03-14 13:04:03,PanasonicNA,United States,What a game! 👏 Congratulations to #TeamPanasonic’s @tylermcgregor08 and his team for taking the silver in Para Sled… https://t.co/rhWmH7wL7X
2022-03-14 13:02:45,DSTalentatWork,,"Check out our interview with ten-time Paralympic medalist @OksanaMasters, who is competing this week at the Winter… https://t.co/r1Y5df1QdC"
2022-03-14 12:49:37,KarenNielsenTx,Dallas,Incredible! #TeamToyota's @ricosled23 and @usahockey win the gold medal in the Men's Sled Hockey at the… https://t.co/B9Fo4kajsU
2022-03-14 12:49:14,KarenNielsenTx,Dallas,7 medals in 7 events‼️ @OksanaMasters has won a medal in EVERY event she competed in at the 2022 Games and is the f… https://t.co/EuWU79gbPV
2022-03-14 12:16:39,globaltimesnews,"Beijing, China","""No matter what you have suffered in your life, you should paddle your own canoe and be your better self."" Chinese… https://t.co/1fo6Gi3UyT"
2022-03-14 12:12:37,Parasportuk,UK,"See how far you can go ⭐

If you've been inspired by the #WinterParalympics, take @stevearnold79's advice and head… https://t.co/as44hM4Rdo"
2022-03-14 12:11:25,WillJennings96,,"Solo mission to #Beijing2022 - firmly accomplished. 🇨🇳

Absolute privilege to fly the @Sportsbeat flag covering the… https://t.co/FWxi2p2qUk"
2022-03-14 11:59:14,SalesforceUK,"London, England","We're so proud of all @ParalympicsGB athletes.

The #WinterParalympics truly inspired us all. Can't wait to do it a… https://t.co/jboDSadbc6"
2022-03-14 11:45:36,crownchronicles,United Kingdom,"As Patron of @ParalympicsGB, The Earl of Wessex has sent a message to Team GB on their ‘brilliant achievements’ at… https://t.co/eplZylSVxI"
2022-03-14 11:42:57,BetoKavalcante,Lisboa / PT,"🥇#WinterParalympics comes to an end

#Ukraine is the 2nd with the most medals; #China leads with 61 podiums, and… https://t.co/9IgpKbni7x"
2022-03-14 11:01:14,SatbirDhillon22,,It was so inspiring watching #TeamPanasonic’s Noah Elliott compete at the #WinterParalympics! Join us in congratula… https://t.co/h8HRi2i9RO
2022-03-14 10:55:34,Whitehead_Found,,"Congratulations to all of the athletes who competed in the #WinterParalympics in Beijing.

What are you going to ta… https://t.co/bCH5Jve3Fl"
2022-03-14 10:30:00,GBSnowsport,United Kingdom,"💐🥈 Menna Fitzpatrick 🥈💐

Here's the moment @Mennafitz solidified her status as @ParalympicsGB's most decorated Wint… https://t.co/5rBYKStKXC"
2022-03-14 10:23:23,hRHyQEWOZM8GHg8,,"#WinterParalympics
#closing ceremony https://t.co/gzPrIfcFhK"
2022-03-14 10:07:59,scarfreeworld,"London, UK","A huge congratulations to the 564 athletes who competed in this year’s #WinterParalympics, as well as Neil Simpson,… https://t.co/KHXaxWzKci"
2022-03-14 09:55:44,dsuksnowsport,UK,"From seeing the first GB snowboard medal and first woman competing in Nordic, to the Simpsons’ first men’s gold and… https://t.co/VJuMD50sga"
2022-03-14 09:49:32,AmazingChaoyang,"Chaoyang, Beijing","🤗✨After a warmly applauded closing ceremony &amp; the extinguishing of the @Paralympics flame, the @Beijing2022… https://t.co/BpTXCjUtXt"
2022-03-14 09:34:19,CGTNSportsScene,"北京, 中华人民共和国","#Beijing2022 #WinterParalympics
🔸Athletes competed in 78 events across 6 sports
🔸There were 96 athletes from China,… https://t.co/1Jj5wqpJUh"
2022-03-14 09:19:03,PWD_China,,⛷🥉The Para cross-country skier Li Panpan from East #China's #Zhejiang province clinched the women's long and short… https://t.co/dzEpo0Br0f
2022-03-14 09:17:52,paraicehockey,"Bonn, Germany","A closing ceremony to remember! 😍

See you in 4️⃣ years in @milanocortina26! 🇮🇹👋

#WinterParalympics |… https://t.co/up4Ud1COuO"
2022-03-14 09:00:01,Tsinghua_Uni,Beijing,"Meet Riley, Austrian Paralympian Carina Edlinger’s guide dog! Not only does Riley guide Edlinger to the podium at h… https://t.co/qFB16XLsEW"
2022-03-14 08:59:19,BusinessBeijing,"Beijing, China","Saying goodbye to #Beijing2022 and #ShueyRhonRhon, we are looking forward to seeing you in #Italy in 2026! 💖… https://t.co/iQpLYT48Cb"
2022-03-14 08:52:02,asianparalympic,United Arab Emirates,"Thank You #Beijing for an amazing Games! 😍 
谢谢  #WinterParalympics #Beijing2022 

@Beijing2022 l @ParaSnowSports l… https://t.co/DoSec62prK"
2022-03-14 08:48:20,ChinaEmbinCH,"Bern, Switzerland","#WinterParalympics concludes, but it's not goodbye. 
#Beijing2022 Paralympics will continue to inspire &amp; encourage… https://t.co/VYMjKZsgqA"
2022-03-14 08:42:33,Quicktake,,"“It’s a result for (the) people of Ukraine. They need this victory because it’s hope.”

Ukraine finished 2nd in the… https://t.co/1W5fgKAze0"
2022-03-14 08:21:01,globaltimesnews,"Beijing, China",#Olympic Fine Arts 2022 exhibition promoting the spirit of #Beijing2022 #WinterParalympics kicked off in Beijing on… https://t.co/SyPsKO7xjg
2022-03-14 08:18:54,CGTNSportsScene,"北京, 中华人民共和国",🎆Fireworks lit up the sky over the National Stadium (Bird's Nest) at the end of the #ClosingCeremony of the… https://t.co/BgI8DpxNqa
2022-03-14 08:17:32,Paralympics,,"At the #ClosingCeremony, we said farewell to the #WinterParalympics.  ❤️💙💚 

Thank you so much, #Beijing2022. https://t.co/sxXPcvNOlV"
2022-03-14 08:10:55,CGTNSportsScene,"北京, 中华人民共和国","#Beijing2022 #WinterParalympics 
✈️Exits at Capital International Airport reaching peak
🔹More than 68% of personnel… https://t.co/2WxqZGMbMP"
2022-03-14 08:00:01,Tsinghua_Uni,Beijing,"Moments of tension during the curling competition at @Beijing2022, where the Chinese athletes’ bright red wheelchai… https://t.co/HyBWO4Uka3"
2022-03-14 07:45:51,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/mBIb0zazIU  #WinterParalympics  #closingceremony 💔💔💔💔💔💔😭😭😭😭😭😭😭😭😭😭🏅 i going to miss game so much i am s… https://t.co/tvP9sNX2SH
2022-03-14 07:44:03,USEmbassySeoul,"Seoul, Korea","""Differences here did not divide us. They united us."" - President of @Paralympics @parsonsandrew

Congrats @TeamUSA… https://t.co/XojLSrWeRG"
2022-03-14 07:38:00,PhilDorward,"Bonn, Kent, Dundee",We have company on the flight home. #ShueyRhonRhon #WinterParalympics https://t.co/6VIh759RfK
2022-03-14 07:33:52,Demetrehunter23,Detroit Ml | Las vegas ,StREAMS@&gt;! (LIVE)-Winter Olympics Luge LIVE ON 08 FEB 2022 #olympics #olympics2022 #winterparalympics    mar 20th 2… https://t.co/dH3XBX4rRc
2022-03-14 07:32:31,junoluowalker,,Go go #冬殘奧會 #勵志 #WinterParalympics #icesports #AmazingRace https://t.co/Gm8E0NI3WK
2022-03-14 07:31:56,junoluowalker,,Beautiful #冬殘奧會 #勵志 #WinterParalympics #icesports #AmazingRace https://t.co/DTrqINIoTT
2022-03-14 07:31:16,junoluowalker,,Amazing bro #冬殘奧會 #勵志 #WinterParalympics #icesports #AmazingRace https://t.co/L1EFuck6PU
2022-03-14 07:30:00,GBSnowsport,United Kingdom,"💐🥉 What a moment!🥉💐

Relive @ParalympicsGB's first medal of @Beijing2022 with us - bronze in the Downhill VI for… https://t.co/AfVFDKzn20"
2022-03-14 07:18:50,AUSParalympics,Australia,"Missed the #Beijing2022 #WinterParalympics Closing Ceremony? 

Watch it in full on @7plus: https://t.co/3LLjTNxvZ9… https://t.co/Yj4jTr0Otr"
2022-03-14 07:17:14,AlexWon55052171,,"While some 600 athletes competed in #Beijing2022 #WinterParalympics, more than 40 technicians were on hand to provi… https://t.co/2IXptabZS0"
2022-03-14 06:59:53,CGTNSportsScene,"北京, 中华人民共和国","🇮🇷Sedigheh Rouzbeh:
""The day before the race, I was injured during training. But I did my best &amp; finished the race.… https://t.co/9S9DHsj066"
2022-03-14 06:45:42,YoungVoice00,,"“I’ve got your back!”
Strength of solidarity 
#WinterParalympics #WheelchairCurling #TeamChina https://t.co/YnSEw6k8IO"
2022-03-14 06:44:57,YoungVoice00,,"Thumbs up to all the athletes for your passion and dedication
Beijing #WinterParalympics closed 
but efforts to mak… https://t.co/8pxWwOpgbU"
2022-03-14 06:41:36,Daniell23278155,,"Thank you, Beijing 2022. 谢谢你，北京2022.
It has been a wonderful #WinterParalympics 
See you all very soon!… https://t.co/mfy9aqysfl"
2022-03-14 06:30:08,Peaky1966,Hertfordshire UK,"@BBCBreakfast @BBCWorld @mrdanwalker I know it is important to cover the war in Ukraine, but you have still been ru… https://t.co/RgqVXkgepd"
2022-03-14 06:23:20,asianparalympic,United Arab Emirates,Day 9 Asia Review: The final medals were awarded on the last day of the Beijing 2022 Winter Games with China adding… https://t.co/YvIjEAaYYW
2022-03-14 06:09:32,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/UHmSw1QWEA  #winterparalympics #closingceremony  i going to miss you so much  forever my sad 💔💔💔💔💔💔😭😭😭😭😭😭😭😭😭🇺🇦🏅
2022-03-14 06:08:42,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/CFjVXO7kE0  #closingceremony #winterparalympics  💔💔💔💔💔💔😭😭😭😭😭😭😭😭😭😭😭🏅🇺🇦  for the game my favorite i am so sad
2022-03-14 06:06:38,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/rUZJWf11NO  #WinterParalympics #closingceremony #olympics 💔💔💔💔😭😭😭😭😭🇺🇦🏅 i am so sad for closing
2022-03-14 06:06:13,paraicehockey,"Bonn, Germany","⚡️Goosebumps⚡️

Relive USA’s 🇺🇸 gold-medal performance one more time, it’s worth it! 😉

#WinterParalympics |… https://t.co/I9dQ4l1Ch2"
2022-03-14 06:05:45,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/GgIsu8hNCG  #Closingceremony #winterparalympics    #ukraine i am so sad in the place 😭😭😭😭😭😭💔💔💔💔🏅🇺🇦 the game so much
2022-03-14 06:05:02,Demetrehunter23,Detroit Ml | Las vegas ,https://t.co/JadIDZMBPX  #winterparalympics #closingceremony 💔💔💔💔💔💔💔💔😭😭😭😭😭😭😭😭🏅 i am going to miss  you the game forever
2022-03-14 06:00:00,AUSParalympics,Australia,"Thank you #Beijing2022. Thank you Australia. This has been an unforgettable #WinterParalympics 💚💛

See you at… https://t.co/IHhz2GVznS"
2022-03-14 05:47:31,Demetrehunter23,Detroit Ml | Las vegas ,#closingceremony #winterparalympics   #olympics 😭😭😭😭😭😭💔💔💔💔💔💔💔💔🏅 for my heart sad https://t.co/nknuuxWfvq
2022-03-14 05:46:13,Demetrehunter23,Detroit Ml | Las vegas ,Team TSH Winter Paralympics 2022 Closing Ceremony! mar 13th 2022 #closingceremony  i am so sad for the game for my… https://t.co/2RJPxqYyhv
2022-03-14 05:44:59,Demetrehunter23,Detroit Ml | Las vegas ,#winterparalympics #closingceremony  i am going to miss the game forever in my sad for my heart Closing Ceremony |… https://t.co/YsEtrtF3na
2022-03-14 05:19:37,HingganLeague,"Inner Mogolia,China","At the closing ceremony of the #Beijing2022  #WinterParalympics  , Parsons, chairman of the International Paralympi… https://t.co/EjFdxtG1q4"
2022-03-14 05:18:00,BenGauntlettDDC,"Sydney, New South Wales",Congratuations to the @AUSParalympics team for a tremendous effort at the #Beijing2022 #WinterParalympics.… https://t.co/c1hCTz5upY
2022-03-14 05:00:19,ParalympicsNZ,"Auckland, New Zealand",Thank you to @Maersk for shipping the NZ Paralympic Team container to Beijing and soon back home again. All the tea… https://t.co/27b6gOOSSY
2022-03-14 04:58:42,GettySport,Global,"Check out some of our best frames from the final day of the #WinterParalympics ❄️

#Beijing2022 #Paralympics 

📸:… https://t.co/L2pQu80173"
2022-03-14 04:45:42,SKorpacz,New York,"Congratulations to Olympians and Paralympians  wold-wide.

#SaraiKorpacz #SpiritandTruth #TeamUSA #Olympics2022… https://t.co/iCh2fzXJgT"
2022-03-14 04:20:46,China_Up_Close,,"#WinterParalympics is over! As the athletes and the #Beijing2022 volunteers prepare to head home, they share their… https://t.co/aBmf83s4Nt"
2022-03-14 04:19:20,ChinaChatShow,Beijing,"""A new level of the delivery of these Games was set by #Beijing2022… There's a very committed organizing committee.… https://t.co/1jnseNhwih"
2022-03-14 04:01:38,NorwayinChina,Beijing,"The @Beijing2022 #Paralympics closed last night. Team Norway 🇳🇴 did very well and won 4 gold, 2 silver and 1 bronze… https://t.co/1HO3ezzhYK"
2022-03-14 04:00:01,BeijingEvening,,"The closing ceremony of #Beijing2022 #WinterParalympics was held on Mar. 13 night, and it’s time to say goodbye to… https://t.co/7yG1N0AWMm"
2022-03-14 03:33:44,TeamUSA,,"G🥇lden selfies

@usahockey x #WinterParalympics https://t.co/YtE1ImlJjG"
2022-03-14 03:29:03,CGTNSportsScene,"北京, 中华人民共和国","😊LOVE❤️

#TogetherForASharedFuture 

@Paralympics #Beijing2022 #WinterParalympics #ClosingCeremony @zhang_heqing… https://t.co/tMN6i5tIKU"
2022-03-14 03:21:22,paraicehockey,"Bonn, Germany","A day in life of the US 🇺🇸 Para ice hockey national team. 🏒

Fourth-consecutive 🥇, it still sounds surreal! 😱

🔗  R… https://t.co/p6dPdyXFMK"
2022-03-14 03:20:45,Miyuko_junsei,New York City,"From the ashes of war, adversity and 😰, 🇺🇦’s Paralympic team felt humble about their own decisions about winning… https://t.co/Xw9CjHpRkW"
2022-03-14 03:16:46,BusinessBeijing,"Beijing, China","Highlights of #ClosingCeremony of #Beijing2022 Winter Paralympic Games.

See you #ShueyRhonRhon and all the Paralym… https://t.co/JbHCcAbdBN"
2022-03-14 03:08:18,USParaNordic,"Colorado Springs, Colorado","We still can't get over how AWESOME yesterday was 🤩

#ICYMI: Here's how #TeamUSA rallied from behind to claim the P… https://t.co/zBSQJsyyMr"
2022-03-14 03:00:17,ParalympicsNZ,"Auckland, New Zealand","The New Zealand Paralympic Team end their campaign at @Beijing2022 with 4 MEDALS! 🥇🥈🥉🥉

This is New Zealand’s most… https://t.co/JrV84QLygN"
2022-03-14 02:22:58,USParaNordic,"Colorado Springs, Colorado","Paralympic Games ✅

Thank you to everyone who helped make the #WinterParalympics a success for 🇺🇸 on the ground, an… https://t.co/NSQzypSqUS"
2022-03-14 02:22:28,PKU1898,Beijing,"“Beijing 2008 changed the way the Summer Paralympics was delivered forever, this will be the same with the… https://t.co/ml4XWrGgP7"
2022-03-14 02:20:13,leidesigner,,"Red &amp; round, skating #ShueyRhonRhon is a lovely lantern on the ice &amp; snow⛸🎿and skiing #ShueyRhonRhon is the best❄️👏… https://t.co/4QU1MDxOcE"
2022-03-14 02:19:24,USParaAlpineSki,United States,"That's a wrap! 🎬

Thank you to everyone who helped make the #WinterParalympics a success for 🇺🇸 on the ground, and… https://t.co/2TcxnytDvB"
2022-03-14 01:57:54,Duncan_ITG,The world,"#China has gone from winning one medal in five previous appearances at the #WinterParalympics, to collect a stagger… https://t.co/dhhm47Qjbg"
2022-03-14 01:09:47,jeffrey57306368,,#ShueyRhonRhon accessory was awarded to every volunteer for their extraordinary work in #Beijing2022… https://t.co/SuU9OlMy2J
2022-03-14 01:08:58,Paralympics,,"On the final day of #Beijing2022 #WinterParalympics, USA 🇺🇸 &amp; Canada 🇨🇦 went head to head in the epic… https://t.co/XuIRzCRmag"
2022-03-14 01:00:29,official_cnpc,"Beijing, China","❄️💙#CNPC serves @Beijing2022 #WinterParalympics! 

😋🐲The delicacies made by #CNPC Huayou Group are a hit at the… https://t.co/OGyHdlNkJH"
2022-03-14 01:00:01,USParaAlpineSki,United States,Whilst her Paralympic debut may not have finished the way she would have liked - with an injury in her final event… https://t.co/UspT8ovHEY
2022-03-14 00:58:44,xile48573949,,#LivefromBeijing2022: #Beijing2022 Paralympic Winter Games' closing ceremony held in Beijing. #WinterParalympics Ph… https://t.co/HMKJGoOG0g
2022-03-14 00:57:18,Paralympics,,The #Beijing2022 #WinterParalympics ended in style with the most successful athletes crowned in snow sports. 👑 ❄️ https://t.co/UJhXaICD9c
2022-03-14 00:55:21,ZuccaGirl,,WINTER PARALYMPICS 2022 CLOSING CEREMONY HIGHLIGHTS | BEIJING 2022 https://t.co/pb6KUUThRX via @YouTube… https://t.co/ixoiCCshAn
2022-03-14 00:46:32,CGTNSportsScene,"北京, 中华人民共和国","😟When you realize it's time to say goodbye to #ShueyRhonRhon 

#Beijing2022 #WinterParalympics #雪容融 @Paralympics… https://t.co/rIh3oxVdwU"
2022-03-14 00:45:26,ZuccaGirl,,FINAL MEDAL TALLY | DAY 9 | Beijing 2022 Winter Paralympics Medal Table https://t.co/SBfXDmADsd via @YouTube… https://t.co/t3EmSI6CcB
2022-03-14 00:44:54,AUSParalympics,Australia,@APC_CEO @ParaSnowSports @SnowAust @katemcloughlin4 @7Sport @Paralympics @Beijing2022 Some unbelievable moments fro… https://t.co/UxgvNY4xHs
2022-03-14 00:44:40,BeijingReview,Worldwide,The Beijing #WinterParalympics has not only witnessed remarkable feats of para-athletes from around the world but a… https://t.co/LcEdUs7vK3
2022-03-14 00:43:17,Golover_Tu,Jiangsu,"With the #Beijing2022  Paralympic Winter Games closing on Sunday, participating athletes have spoken highly of orga… https://t.co/l1Yb5LmKdw"
2022-03-14 00:01:42,usahockey,"Colorado Springs, Colo.","Needed a hard copy for this one.🥇

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/h3LX0kGFmS"
2022-03-14 00:00:01,CGTNOfficial,"Beijing, China",China’s #TwoSessions conclude; #Beijing2022 #WinterParalympics close; #COVID19 self-test kits approved; and more. T… https://t.co/JrJ25KZEjl
2022-03-13 23:10:00,NYSComptroller,New York,Congratulations to all of the athletes who represented @TeamUSA in the @Paralympics. Your performances were incredi… https://t.co/GD8Ez911l3
2022-03-13 23:09:13,Asitseemstome,,"Beijing 2022 Winter Paralympics closing ceremony: in pictures
#WinterParalympics #Closingceremony https://t.co/uYADW6eqTQ"
2022-03-13 23:00:14,VacayAbility,,"Honestly, just give us the gold in ugly crying. 
Also, #Doglympics? Just a thought...
#Paralympics… https://t.co/PdosHrRq40"
2022-03-13 22:51:40,AUSParalympics,Australia,"Australia’s campaign at Beijing 2022 has finished with two champions calling it a day, some exciting future stars s… https://t.co/dyOVoBFUGQ"
2022-03-13 22:43:12,dorothyofkansas,"England, United Kingdom",@BBCNews @BBCNewsbeat #bbcsport #bbcnews #WinterParalympics when the winter paralympics end and news sports present… https://t.co/OgsltOkn6I
2022-03-13 22:37:50,LiamNee,"Stamford, Conn.",Top moments of the 2022 #WinterParalympics https://t.co/Q0lvJoobmy @ShawnSmithNBC
2022-03-13 22:35:02,paulfrost_me,"Ex Ldn, ex N.East, now S.Wales","@ChineseEmbinUK #China 
You’ve just hosted a fantastic #WinterOlympics #WinterParalympics @Olympics 

&amp; now you mig… https://t.co/OAw1O4sqfr"
2022-03-13 22:07:54,usahockey,"Colorado Springs, Colo.","Medaling each other. An incredibly special moment.

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/Tgu2ZET3cT"
2022-03-13 22:06:25,SenatorHick,Colorado,Congratulations to Vail’s @twalnutz for winning silver in men's giant slalom at the #WinterParalympics! 🥈
2022-03-13 21:57:35,Miyuko_junsei,New York City,What’ll happen to @ukrparalympic team after #Beijing2022 #WinterParalympics ? I am curious if they could come over… https://t.co/Dff6SjLt0A
2022-03-13 21:51:17,DMStudiosHQ,,"With that, this concludes the #Beijing2022 #WinterOlympics &amp; #WinterParalympics! We still got so many great and ins… https://t.co/cozIrqRMRu"
2022-03-13 21:50:45,HPSportNZ,New Zealand,"HE’S DONE IT 🥉

Yesterday Adam Hall took ANOTHER BRONZE for New Zealand to round out a hugely successful games for… https://t.co/ecUetW8vdm"
2022-03-13 21:50:16,SportNZ,New Zealand,"HE’S DONE IT 🥉

Yesterday Adam Hall took ANOTHER BRONZE for New Zealand to round out a hugely successful games for… https://t.co/YesSxnemPD"
2022-03-13 21:42:28,DMStudiosHQ,,"Just like that...it's all over. Always bittersweet, but the hope remains high in all of us.

#ClosingCeremony… https://t.co/a4K9vctzWx"
2022-03-13 21:36:18,DMStudiosHQ,,"Inspiring words to close the games. I hope it's shown some light even in these difficult times, and we can all come… https://t.co/cTelMZZ8Oy"
2022-03-13 21:30:05,DMStudiosHQ,,"So excited to see the party continue in gorgeous Italy, a country dear to my heart. I know #MilanoCortina2026 will… https://t.co/uxx7eUk7J4"
2022-03-13 21:26:12,jetman_999,"High Point, NC",Here it is! A uniquely golden one-off paint scheme to celebrate @usahockey and their #WinterParalympics Sled Hockey… https://t.co/DGeFr4Tg4W
2022-03-13 21:08:40,DMStudiosHQ,,"Way to make us all proud, #TeamUSA! Everyone did a fantastic job, thank you for representing us @GabelKeith! 🇺🇸… https://t.co/HMhM2rE4aQ"
2022-03-13 21:06:46,DMStudiosHQ,,"Great start! Love the record aesthetic, it feels retro yet unifying! 

#ClosingCeremony #Beijing2022… https://t.co/y5FGhtQKlb"
2022-03-13 21:05:38,DMStudiosHQ,,"Catching up a bit. But let the #ClosingCeremony begin, can't believe we're already at the end! 

#Beijing2022… https://t.co/oOa56ik0Jk"
2022-03-13 20:55:18,LiamNee,"Stamford, Conn.",Ukraine finishes second behind China in 2022 #WinterParalympics medal count https://t.co/n1i7NHKmpb @ShawnSmithNBC
2022-03-13 20:42:38,DMStudiosHQ,,"#TeamUSA Medal Count - #Beijing2022 #WinterParalympics
Day 9 [FINAL DAY] - 3/13/2022 | #DMStudios

#Gold: 6
#Silver… https://t.co/MUOD9hPV4W"
2022-03-13 20:41:13,Paralympics,,"What a way to end the Games!

@OksanaMasters wins her 7th medal at #Beijing2022 as USA 🇺🇸 take #Gold in the cross-c… https://t.co/ModBG5tHVW"
2022-03-13 20:20:56,SnowsportEng,"Loughborough, England","The men's Para Nordic squad earned 12th place in the Open Relay  🇬🇧

#WinterParalympics #Beijing2022 https://t.co/T1fh3jyfQR"
2022-03-13 20:05:33,UkrainianBadas1,Ukraine,"#Ukraine has ranked 2nd in the medal count table at the 2022 Winter Paralympic Games! We won 29 medals – 🥇 11 gold,… https://t.co/VupgslPJyw"
2022-03-13 20:00:37,salesforce,"San Francisco, CA","We're so proud of all @TeamUSA athletes. 

The #WinterOlympics and #WinterParalympics truly inspired us all. Can't… https://t.co/nBUx17V4vd"
2022-03-13 19:56:50,jiajiawangjj,,Those days are memorable.  #Beijing2022 #WinterOlympics #WinterParalympics #BingDwenDwen #ShueyRhonRhon https://t.co/L9AZ4DLag8
2022-03-13 19:54:37,SnowsportEng,"Loughborough, England",Neil Simpson GBR and his guide Andrew Simpson competing in the Men's Slalom VI on the last day of the Paralympic Ga… https://t.co/TIHdL9OZHJ
2022-03-13 19:44:56,SnowsportEng,"Loughborough, England",On the last day of the Paralympic Games James Whitley had a successful race in the Standing Slalom with a top-10 re… https://t.co/rmgthH2JGp
2022-03-13 19:41:15,Paralympics,,"""He's swept all before him!""

Norway's Jesper Pedersen 🇳🇴 wins his 4th #Gold medal of the Games to become the most… https://t.co/Ia3fhGMvsj"
2022-03-13 19:33:25,ShOcKjOcK80,"La Broquerie, MB ","Gahhh, #TeamCanada down 2-0 to #TeamUSA in the 1st period 😬#SledgeHockey #SledHockey #WinterParalympics"
2022-03-13 19:27:36,usahockey,"Colorado Springs, Colo.","The final stick raise, and it's a good one.

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/wr0rsrAHwS"
2022-03-13 19:14:56,ActiveSA_SAC,South Ayrshire,"🇬🇧❄️🇨🇳 GB WINS 6 MEDALS AT BEIJING 2022 🇨🇳❄️🇬🇧

ParalympicsGB have won a total of 6 medals at the #Beijing2022 Wint… https://t.co/JJ3xxfHbQt"
2022-03-13 19:00:02,TeamUSA,,"Over 25% of #TeamUSA athletes at the 2022 Winter Paralympics competed in sport at the collegiate level!

#ShowTheWorld x #WinterParalympics"
2022-03-13 18:56:38,Paralympics,,"A day of fireworks, farewells, emotion and medals as Beijing🇨🇳 welcomes @milanocortina26 🇮🇹 to the… https://t.co/8h3lFpGndk"
2022-03-13 18:41:13,Paralympics,,"""Differences here did not divide us. They united us.""

Powerful words from the #Beijing2022 #WinterParalympics… https://t.co/6uzocz5uU7"
2022-03-13 18:33:15,Miyuko_junsei,New York City,"@parsonsandrew, this is what @kevinspeedskate wants to debut #speedskating in @milanocortina26 #WinterParalympics.… https://t.co/Pz7JZ5hbKZ"
2022-03-13 18:28:21,Miyuko_junsei,New York City,"What could @ISU_Figure, @FIL_Luge do with @Paralympics to debut in @milanocortina26? #speedskating and #luge could… https://t.co/yzx1g8bTQY"
2022-03-13 18:24:45,ThatUnitedLady,Bangalore/Bombay,"“…my faith is stronger than anything else. I believe that without my faith, I wouldn't have been here making histor… https://t.co/vdIsQ9mj7c"
2022-03-13 18:19:09,dsuksnowsport,UK,One of our highlights in the run up to the #WinterParalympics was welcoming the @BBCNewsround team to… https://t.co/aWeL5MNhjV
2022-03-13 18:18:48,merlin_wz,lyon,Does Pisces Mercury invoke dreams or ideas is Venus n Mars like marbles in Aquarius @KCORRadio @astrocarolina… https://t.co/gLFlRspoSl
2022-03-13 18:14:45,EallianceSport,,How gender diverse was Team Canada at the #2022WinterParalympics? Find out in E-Alliance’s latest Gender Equity Sco… https://t.co/fgbj8Pd3kb
2022-03-13 18:06:33,usahockey,"Colorado Springs, Colo.","Some (golden) goals.🥇

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/BVOZZnstqd"
2022-03-13 17:53:05,ashworthawards,"North Attleboro, MA",Congratulations to all the athletes that competed in the 2022 Winter Paralympics! We admire your accomplishments an… https://t.co/xQOCvohdad
2022-03-13 17:49:21,geoffberkeley,Coventry / Milton Keynes,"🗣 ""Humankind hopes to live in a world where dialogue prevails.

""Our movement hopes world leaders be inspired by th… https://t.co/Vqkte1roBu"
2022-03-13 17:28:31,usahockey,"Colorado Springs, Colo.","A family made of gold. #TeamUSA 🇺🇸

#WinterParalympics https://t.co/94moGgGz2b"
2022-03-13 17:20:24,NBCOlympics,,The #WinterParalympics closing ceremony was a sight to behold. https://t.co/uEilG7q22f
2022-03-13 17:13:35,Mangohntv,CS,"Roundup: China takes wheelchair curling gold, secures lead in Beijing 2022 Paralympic tally https://t.co/rxqbItHap5… https://t.co/EAoRoVSrqe"
2022-03-13 17:05:40,HowlingMonkey2,"Shenandoah Valley, VA","💖Thank you to all the brilliant Paralympians 🏅 so much talent, so much grit, so much heart, so much resiliency! I w… https://t.co/GC8Ah1JpCI"
2022-03-13 17:05:23,KallyMedia,"Cardiff, Wales","I feel so honoured to be a part of the Social Media team for the #WinterParalympics #Beijing2022 🙌

Nine nights of… https://t.co/i9WJHslYtC"
2022-03-13 17:03:34,usahockey,"Colorado Springs, Colo.","Back-to-back-to-back-to-back.🥇

#WinterParalympics | #TeamUSA🇺🇸 https://t.co/HtbQOKsdLA"
